approach,user_id,identity_group,snapshot_index,snapshot_label,observation_id
cumulative,97,c04,0,days_0_50,CUM-C0002
cumulative,102,c04,0,days_0_50,CUM-C0002
cumulative,103,c04,0,days_0_50,CUM-C0002
cumulative,106,c04,0,days_0_50,CUM-C0002
cumulative,115,c04,0,days_0_50,CUM-C0002
cumulative,125,c04,0,days_0_50,CUM-C0002
cumulative,139,c04,0,days_0_50,CUM-C0002
cumulative,154,c04,0,days_0_50,CUM-C0002
cumulative,157,c04,0,days_0_50,CUM-C0002
cumulative,164,c04,0,days_0_50,CUM-C0002
cumulative,174,c04,0,days_0_50,CUM-C0002
cumulative,185,c04,0,days_0_50,CUM-C0002
cumulative,206,c04,0,days_0_50,CUM-C0002
cumulative,223,c04,0,days_0_50,CUM-C0002
cumulative,229,c04,0,days_0_50,CUM-C0002
cumulative,233,c04,0,days_0_50,CUM-C0002
cumulative,242,c04,0,days_0_50,CUM-C0002
cumulative,248,c04,0,days_0_50,CUM-C0002
cumulative,299,c04,0,days_0_50,CUM-C0002
cumulative,303,c04,0,days_0_50,CUM-C0002
cumulative,307,c04,0,days_0_50,CUM-C0002
cumulative,309,c04,0,days_0_50,CUM-C0002
cumulative,310,c04,0,days_0_50,CUM-C0002
cumulative,317,c04,0,days_0_50,CUM-C0002
cumulative,320,c04,0,days_0_50,CUM-C0002
cumulative,322,c04,0,days_0_50,CUM-C0002
cumulative,323,c04,0,days_0_50,CUM-C0002
cumulative,324,c04,0,days_0_50,CUM-C0002
cumulative,337,c04,0,days_0_50,CUM-C0002
cumulative,343,c04,0,days_0_50,CUM-C0002
cumulative,346,c04,0,days_0_50,CUM-C0002
cumulative,368,c04,0,days_0_50,CUM-C0002
cumulative,388,c04,0,days_0_50,CUM-C0002
cumulative,395,c04,0,days_0_50,CUM-C0002
cumulative,397,c04,0,days_0_50,CUM-C0002
cumulative,399,c04,0,days_0_50,CUM-C0002
cumulative,400,c04,0,days_0_50,CUM-C0002
cumulative,402,c04,0,days_0_50,CUM-C0002
cumulative,420,c04,0,days_0_50,CUM-C0002
cumulative,441,c04,0,days_0_50,CUM-C0002
cumulative,460,c04,0,days_0_50,CUM-C0002
cumulative,477,c04,0,days_0_50,CUM-C0002
cumulative,483,c04,0,days_0_50,CUM-C0002
cumulative,487,c04,0,days_0_50,CUM-C0002
cumulative,492,c04,0,days_0_50,CUM-C0002
cumulative,505,c04,0,days_0_50,CUM-C0002
cumulative,509,c04,0,days_0_50,CUM-C0002
cumulative,510,c04,0,days_0_50,CUM-C0002
cumulative,514,c04,0,days_0_50,CUM-C0002
cumulative,524,c04,0,days_0_50,CUM-C0002
cumulative,534,c04,0,days_0_50,CUM-C0002
cumulative,546,c04,0,days_0_50,CUM-C0002
cumulative,548,c04,0,days_0_50,CUM-C0002
cumulative,550,c04,0,days_0_50,CUM-C0002
cumulative,554,c04,0,days_0_50,CUM-C0002
cumulative,559,c04,0,days_0_50,CUM-C0002
cumulative,562,c04,0,days_0_50,CUM-C0002
cumulative,591,c04,0,days_0_50,CUM-C0002
cumulative,603,c04,0,days_0_50,CUM-C0002
cumulative,607,c04,0,days_0_50,CUM-C0002
cumulative,622,c04,0,days_0_50,CUM-C0002
cumulative,634,c04,0,days_0_50,CUM-C0002
cumulative,638,c04,0,days_0_50,CUM-C0002
cumulative,649,c04,0,days_0_50,CUM-C0002
cumulative,663,c04,0,days_0_50,CUM-C0002
cumulative,671,c04,0,days_0_50,CUM-C0002
cumulative,676,c04,0,days_0_50,CUM-C0002
cumulative,692,c04,0,days_0_50,CUM-C0002
cumulative,706,c04,0,days_0_50,CUM-C0002
cumulative,735,c04,0,days_0_50,CUM-C0002
cumulative,736,c04,0,days_0_50,CUM-C0002
cumulative,740,c04,0,days_0_50,CUM-C0002
cumulative,746,c04,0,days_0_50,CUM-C0002
cumulative,769,c04,0,days_0_50,CUM-C0002
cumulative,775,c04,0,days_0_50,CUM-C0002
cumulative,780,c04,0,days_0_50,CUM-C0002
cumulative,788,c04,0,days_0_50,CUM-C0002
cumulative,822,c04,0,days_0_50,CUM-C0002
cumulative,828,c04,0,days_0_50,CUM-C0002
cumulative,830,c04,0,days_0_50,CUM-C0002
cumulative,832,c04,0,days_0_50,CUM-C0002
cumulative,835,c04,0,days_0_50,CUM-C0002
cumulative,853,c04,0,days_0_50,CUM-C0002
cumulative,879,c04,0,days_0_50,CUM-C0002
cumulative,893,c04,0,days_0_50,CUM-C0002
cumulative,939,c04,0,days_0_50,CUM-C0002
cumulative,950,c04,0,days_0_50,CUM-C0002
cumulative,975,c04,0,days_0_50,CUM-C0002
cumulative,2,c05,0,days_0_50,CUM-C0001
cumulative,5,c05,0,days_0_50,CUM-C0001
cumulative,10,c05,0,days_0_50,CUM-C0001
cumulative,13,c05,0,days_0_50,CUM-C0001
cumulative,14,c05,0,days_0_50,CUM-C0001
cumulative,16,c05,0,days_0_50,CUM-C0001
cumulative,29,c05,0,days_0_50,CUM-C0001
cumulative,90,c05,0,days_0_50,CUM-C0001
cumulative,105,c05,0,days_0_50,CUM-C0001
cumulative,107,c05,0,days_0_50,CUM-C0001
cumulative,118,c05,0,days_0_50,CUM-C0001
cumulative,119,c05,0,days_0_50,CUM-C0001
cumulative,131,c05,0,days_0_50,CUM-C0001
cumulative,132,c05,0,days_0_50,CUM-C0001
cumulative,153,c05,0,days_0_50,CUM-C0001
cumulative,173,c05,0,days_0_50,CUM-C0001
cumulative,189,c05,0,days_0_50,CUM-C0001
cumulative,192,c05,0,days_0_50,CUM-C0001
cumulative,196,c05,0,days_0_50,CUM-C0001
cumulative,199,c05,0,days_0_50,CUM-C0001
cumulative,201,c05,0,days_0_50,CUM-C0001
cumulative,203,c05,0,days_0_50,CUM-C0001
cumulative,208,c05,0,days_0_50,CUM-C0001
cumulative,226,c05,0,days_0_50,CUM-C0001
cumulative,236,c05,0,days_0_50,CUM-C0001
cumulative,270,c05,0,days_0_50,CUM-C0001
cumulative,273,c05,0,days_0_50,CUM-C0001
cumulative,281,c05,0,days_0_50,CUM-C0001
cumulative,308,c05,0,days_0_50,CUM-C0001
cumulative,327,c05,0,days_0_50,CUM-C0001
cumulative,331,c05,0,days_0_50,CUM-C0001
cumulative,335,c05,0,days_0_50,CUM-C0001
cumulative,359,c05,0,days_0_50,CUM-C0001
cumulative,365,c05,0,days_0_50,CUM-C0001
cumulative,381,c05,0,days_0_50,CUM-C0001
cumulative,382,c05,0,days_0_50,CUM-C0001
cumulative,385,c05,0,days_0_50,CUM-C0001
cumulative,389,c05,0,days_0_50,CUM-C0001
cumulative,396,c05,0,days_0_50,CUM-C0001
cumulative,410,c05,0,days_0_50,CUM-C0001
cumulative,418,c05,0,days_0_50,CUM-C0001
cumulative,437,c05,0,days_0_50,CUM-C0001
cumulative,440,c05,0,days_0_50,CUM-C0001
cumulative,464,c05,0,days_0_50,CUM-C0001
cumulative,465,c05,0,days_0_50,CUM-C0001
cumulative,468,c05,0,days_0_50,CUM-C0001
cumulative,473,c05,0,days_0_50,CUM-C0001
cumulative,491,c05,0,days_0_50,CUM-C0001
cumulative,497,c05,0,days_0_50,CUM-C0001
cumulative,506,c05,0,days_0_50,CUM-C0001
cumulative,508,c05,0,days_0_50,CUM-C0001
cumulative,516,c05,0,days_0_50,CUM-C0001
cumulative,519,c05,0,days_0_50,CUM-C0001
cumulative,532,c05,0,days_0_50,CUM-C0001
cumulative,537,c05,0,days_0_50,CUM-C0001
cumulative,541,c05,0,days_0_50,CUM-C0001
cumulative,553,c05,0,days_0_50,CUM-C0001
cumulative,576,c05,0,days_0_50,CUM-C0001
cumulative,613,c05,0,days_0_50,CUM-C0001
cumulative,639,c05,0,days_0_50,CUM-C0001
cumulative,644,c05,0,days_0_50,CUM-C0001
cumulative,652,c05,0,days_0_50,CUM-C0001
cumulative,653,c05,0,days_0_50,CUM-C0001
cumulative,654,c05,0,days_0_50,CUM-C0001
cumulative,657,c05,0,days_0_50,CUM-C0001
cumulative,664,c05,0,days_0_50,CUM-C0001
cumulative,670,c05,0,days_0_50,CUM-C0001
cumulative,682,c05,0,days_0_50,CUM-C0001
cumulative,688,c05,0,days_0_50,CUM-C0001
cumulative,700,c05,0,days_0_50,CUM-C0001
cumulative,702,c05,0,days_0_50,CUM-C0001
cumulative,715,c05,0,days_0_50,CUM-C0001
cumulative,719,c05,0,days_0_50,CUM-C0001
cumulative,732,c05,0,days_0_50,CUM-C0001
cumulative,738,c05,0,days_0_50,CUM-C0001
cumulative,745,c05,0,days_0_50,CUM-C0001
cumulative,747,c05,0,days_0_50,CUM-C0001
cumulative,748,c05,0,days_0_50,CUM-C0001
cumulative,761,c05,0,days_0_50,CUM-C0001
cumulative,783,c05,0,days_0_50,CUM-C0001
cumulative,790,c05,0,days_0_50,CUM-C0001
cumulative,804,c05,0,days_0_50,CUM-C0001
cumulative,808,c05,0,days_0_50,CUM-C0001
cumulative,810,c05,0,days_0_50,CUM-C0001
cumulative,812,c05,0,days_0_50,CUM-C0001
cumulative,820,c05,0,days_0_50,CUM-C0001
cumulative,837,c05,0,days_0_50,CUM-C0001
cumulative,842,c05,0,days_0_50,CUM-C0001
cumulative,850,c05,0,days_0_50,CUM-C0001
cumulative,881,c05,0,days_0_50,CUM-C0001
cumulative,884,c05,0,days_0_50,CUM-C0001
cumulative,897,c05,0,days_0_50,CUM-C0001
cumulative,898,c05,0,days_0_50,CUM-C0001
cumulative,901,c05,0,days_0_50,CUM-C0001
cumulative,905,c05,0,days_0_50,CUM-C0001
cumulative,911,c05,0,days_0_50,CUM-C0001
cumulative,921,c05,0,days_0_50,CUM-C0001
cumulative,924,c05,0,days_0_50,CUM-C0001
cumulative,926,c05,0,days_0_50,CUM-C0001
cumulative,945,c05,0,days_0_50,CUM-C0001
cumulative,951,c05,0,days_0_50,CUM-C0001
cumulative,967,c05,0,days_0_50,CUM-C0001
cumulative,969,c05,0,days_0_50,CUM-C0001
cumulative,977,c05,0,days_0_50,CUM-C0001
cumulative,979,c05,0,days_0_50,CUM-C0001
cumulative,980,c05,0,days_0_50,CUM-C0001
cumulative,985,c05,0,days_0_50,CUM-C0001
cumulative,996,c05,0,days_0_50,CUM-C0001
cumulative,1001,c05,0,days_0_50,CUM-C0001
cumulative,1004,c05,0,days_0_50,CUM-C0001
cumulative,28,c08,0,days_0_50,CUM-C0009
cumulative,34,c08,0,days_0_50,CUM-C0009
cumulative,56,c08,0,days_0_50,CUM-C0009
cumulative,68,c08,0,days_0_50,CUM-C0009
cumulative,95,c08,0,days_0_50,CUM-C0009
cumulative,176,c08,0,days_0_50,CUM-C0009
cumulative,205,c08,0,days_0_50,CUM-C0009
cumulative,231,c08,0,days_0_50,CUM-C0009
cumulative,245,c08,0,days_0_50,CUM-C0009
cumulative,251,c08,0,days_0_50,CUM-C0009
cumulative,264,c08,0,days_0_50,CUM-C0009
cumulative,269,c08,0,days_0_50,CUM-C0009
cumulative,311,c08,0,days_0_50,CUM-C0009
cumulative,329,c08,0,days_0_50,CUM-C0009
cumulative,338,c08,0,days_0_50,CUM-C0009
cumulative,350,c08,0,days_0_50,CUM-C0009
cumulative,361,c08,0,days_0_50,CUM-C0009
cumulative,364,c08,0,days_0_50,CUM-C0009
cumulative,427,c08,0,days_0_50,CUM-C0009
cumulative,432,c08,0,days_0_50,CUM-C0009
cumulative,433,c08,0,days_0_50,CUM-C0009
cumulative,511,c08,0,days_0_50,CUM-C0009
cumulative,531,c08,0,days_0_50,CUM-C0009
cumulative,540,c08,0,days_0_50,CUM-C0009
cumulative,582,c08,0,days_0_50,CUM-C0009
cumulative,588,c08,0,days_0_50,CUM-C0009
cumulative,624,c08,0,days_0_50,CUM-C0009
cumulative,641,c08,0,days_0_50,CUM-C0009
cumulative,690,c08,0,days_0_50,CUM-C0009
cumulative,697,c08,0,days_0_50,CUM-C0009
cumulative,698,c08,0,days_0_50,CUM-C0009
cumulative,734,c08,0,days_0_50,CUM-C0009
cumulative,764,c08,0,days_0_50,CUM-C0009
cumulative,773,c08,0,days_0_50,CUM-C0009
cumulative,809,c08,0,days_0_50,CUM-C0009
cumulative,819,c08,0,days_0_50,CUM-C0009
cumulative,836,c08,0,days_0_50,CUM-C0009
cumulative,840,c08,0,days_0_50,CUM-C0009
cumulative,855,c08,0,days_0_50,CUM-C0009
cumulative,872,c08,0,days_0_50,CUM-C0009
cumulative,873,c08,0,days_0_50,CUM-C0009
cumulative,925,c08,0,days_0_50,CUM-C0009
cumulative,955,c08,0,days_0_50,CUM-C0009
cumulative,960,c08,0,days_0_50,CUM-C0009
cumulative,987,c08,0,days_0_50,CUM-C0009
cumulative,994,c08,0,days_0_50,CUM-C0009
cumulative,997,c08,0,days_0_50,CUM-C0009
cumulative,25,c09,0,days_0_50,CUM-C0012
cumulative,41,c09,0,days_0_50,CUM-C0012
cumulative,44,c09,0,days_0_50,CUM-C0012
cumulative,48,c09,0,days_0_50,CUM-C0012
cumulative,73,c09,0,days_0_50,CUM-C0012
cumulative,216,c09,0,days_0_50,CUM-C0012
cumulative,318,c09,0,days_0_50,CUM-C0012
cumulative,319,c09,0,days_0_50,CUM-C0012
cumulative,321,c09,0,days_0_50,CUM-C0012
cumulative,366,c09,0,days_0_50,CUM-C0012
cumulative,386,c09,0,days_0_50,CUM-C0012
cumulative,434,c09,0,days_0_50,CUM-C0012
cumulative,458,c09,0,days_0_50,CUM-C0012
cumulative,481,c09,0,days_0_50,CUM-C0012
cumulative,499,c09,0,days_0_50,CUM-C0012
cumulative,558,c09,0,days_0_50,CUM-C0012
cumulative,565,c09,0,days_0_50,CUM-C0012
cumulative,618,c09,0,days_0_50,CUM-C0012
cumulative,672,c09,0,days_0_50,CUM-C0012
cumulative,679,c09,0,days_0_50,CUM-C0012
cumulative,684,c09,0,days_0_50,CUM-C0012
cumulative,704,c09,0,days_0_50,CUM-C0012
cumulative,723,c09,0,days_0_50,CUM-C0012
cumulative,758,c09,0,days_0_50,CUM-C0012
cumulative,844,c09,0,days_0_50,CUM-C0012
cumulative,918,c09,0,days_0_50,CUM-C0012
cumulative,956,c09,0,days_0_50,CUM-C0012
cumulative,11,c01,1,days_0_100,CUM-C0101
cumulative,26,c01,1,days_0_100,CUM-C0101
cumulative,36,c01,1,days_0_100,CUM-C0101
cumulative,39,c01,1,days_0_100,CUM-C0101
cumulative,40,c01,1,days_0_100,CUM-C0101
cumulative,49,c01,1,days_0_100,CUM-C0101
cumulative,53,c01,1,days_0_100,CUM-C0101
cumulative,60,c01,1,days_0_100,CUM-C0101
cumulative,65,c01,1,days_0_100,CUM-C0101
cumulative,71,c01,1,days_0_100,CUM-C0101
cumulative,75,c01,1,days_0_100,CUM-C0101
cumulative,76,c01,1,days_0_100,CUM-C0101
cumulative,79,c01,1,days_0_100,CUM-C0101
cumulative,83,c01,1,days_0_100,CUM-C0101
cumulative,86,c01,1,days_0_100,CUM-C0101
cumulative,91,c01,1,days_0_100,CUM-C0101
cumulative,115,c01,1,days_0_100,CUM-C0101
cumulative,116,c01,1,days_0_100,CUM-C0101
cumulative,120,c01,1,days_0_100,CUM-C0101
cumulative,137,c01,1,days_0_100,CUM-C0101
cumulative,143,c01,1,days_0_100,CUM-C0101
cumulative,146,c01,1,days_0_100,CUM-C0101
cumulative,151,c01,1,days_0_100,CUM-C0101
cumulative,152,c01,1,days_0_100,CUM-C0101
cumulative,157,c01,1,days_0_100,CUM-C0101
cumulative,159,c01,1,days_0_100,CUM-C0101
cumulative,185,c01,1,days_0_100,CUM-C0101
cumulative,187,c01,1,days_0_100,CUM-C0101
cumulative,191,c01,1,days_0_100,CUM-C0101
cumulative,193,c01,1,days_0_100,CUM-C0101
cumulative,194,c01,1,days_0_100,CUM-C0101
cumulative,195,c01,1,days_0_100,CUM-C0101
cumulative,197,c01,1,days_0_100,CUM-C0101
cumulative,198,c01,1,days_0_100,CUM-C0101
cumulative,203,c01,1,days_0_100,CUM-C0101
cumulative,214,c01,1,days_0_100,CUM-C0101
cumulative,218,c01,1,days_0_100,CUM-C0101
cumulative,220,c01,1,days_0_100,CUM-C0101
cumulative,221,c01,1,days_0_100,CUM-C0101
cumulative,229,c01,1,days_0_100,CUM-C0101
cumulative,233,c01,1,days_0_100,CUM-C0101
cumulative,235,c01,1,days_0_100,CUM-C0101
cumulative,239,c01,1,days_0_100,CUM-C0101
cumulative,242,c01,1,days_0_100,CUM-C0101
cumulative,248,c01,1,days_0_100,CUM-C0101
cumulative,253,c01,1,days_0_100,CUM-C0101
cumulative,254,c01,1,days_0_100,CUM-C0101
cumulative,272,c01,1,days_0_100,CUM-C0101
cumulative,277,c01,1,days_0_100,CUM-C0101
cumulative,285,c01,1,days_0_100,CUM-C0101
cumulative,290,c01,1,days_0_100,CUM-C0101
cumulative,306,c01,1,days_0_100,CUM-C0101
cumulative,307,c01,1,days_0_100,CUM-C0101
cumulative,317,c01,1,days_0_100,CUM-C0101
cumulative,325,c01,1,days_0_100,CUM-C0101
cumulative,326,c01,1,days_0_100,CUM-C0101
cumulative,330,c01,1,days_0_100,CUM-C0101
cumulative,334,c01,1,days_0_100,CUM-C0101
cumulative,372,c01,1,days_0_100,CUM-C0101
cumulative,374,c01,1,days_0_100,CUM-C0101
cumulative,379,c01,1,days_0_100,CUM-C0101
cumulative,380,c01,1,days_0_100,CUM-C0101
cumulative,394,c01,1,days_0_100,CUM-C0101
cumulative,397,c01,1,days_0_100,CUM-C0101
cumulative,398,c01,1,days_0_100,CUM-C0101
cumulative,400,c01,1,days_0_100,CUM-C0101
cumulative,404,c01,1,days_0_100,CUM-C0101
cumulative,430,c01,1,days_0_100,CUM-C0101
cumulative,441,c01,1,days_0_100,CUM-C0101
cumulative,443,c01,1,days_0_100,CUM-C0101
cumulative,450,c01,1,days_0_100,CUM-C0101
cumulative,452,c01,1,days_0_100,CUM-C0101
cumulative,453,c01,1,days_0_100,CUM-C0101
cumulative,462,c01,1,days_0_100,CUM-C0101
cumulative,466,c01,1,days_0_100,CUM-C0101
cumulative,471,c01,1,days_0_100,CUM-C0101
cumulative,476,c01,1,days_0_100,CUM-C0101
cumulative,483,c01,1,days_0_100,CUM-C0101
cumulative,488,c01,1,days_0_100,CUM-C0101
cumulative,492,c01,1,days_0_100,CUM-C0101
cumulative,495,c01,1,days_0_100,CUM-C0101
cumulative,523,c01,1,days_0_100,CUM-C0101
cumulative,533,c01,1,days_0_100,CUM-C0101
cumulative,544,c01,1,days_0_100,CUM-C0101
cumulative,546,c01,1,days_0_100,CUM-C0101
cumulative,549,c01,1,days_0_100,CUM-C0101
cumulative,550,c01,1,days_0_100,CUM-C0101
cumulative,554,c01,1,days_0_100,CUM-C0101
cumulative,566,c01,1,days_0_100,CUM-C0101
cumulative,568,c01,1,days_0_100,CUM-C0101
cumulative,571,c01,1,days_0_100,CUM-C0101
cumulative,572,c01,1,days_0_100,CUM-C0101
cumulative,578,c01,1,days_0_100,CUM-C0101
cumulative,580,c01,1,days_0_100,CUM-C0101
cumulative,591,c01,1,days_0_100,CUM-C0101
cumulative,595,c01,1,days_0_100,CUM-C0101
cumulative,596,c01,1,days_0_100,CUM-C0101
cumulative,607,c01,1,days_0_100,CUM-C0101
cumulative,609,c01,1,days_0_100,CUM-C0101
cumulative,612,c01,1,days_0_100,CUM-C0101
cumulative,619,c01,1,days_0_100,CUM-C0101
cumulative,627,c01,1,days_0_100,CUM-C0101
cumulative,633,c01,1,days_0_100,CUM-C0101
cumulative,637,c01,1,days_0_100,CUM-C0101
cumulative,659,c01,1,days_0_100,CUM-C0101
cumulative,660,c01,1,days_0_100,CUM-C0101
cumulative,662,c01,1,days_0_100,CUM-C0101
cumulative,669,c01,1,days_0_100,CUM-C0101
cumulative,671,c01,1,days_0_100,CUM-C0101
cumulative,678,c01,1,days_0_100,CUM-C0101
cumulative,687,c01,1,days_0_100,CUM-C0101
cumulative,692,c01,1,days_0_100,CUM-C0101
cumulative,695,c01,1,days_0_100,CUM-C0101
cumulative,696,c01,1,days_0_100,CUM-C0101
cumulative,701,c01,1,days_0_100,CUM-C0101
cumulative,703,c01,1,days_0_100,CUM-C0101
cumulative,712,c01,1,days_0_100,CUM-C0101
cumulative,714,c01,1,days_0_100,CUM-C0101
cumulative,741,c01,1,days_0_100,CUM-C0101
cumulative,742,c01,1,days_0_100,CUM-C0101
cumulative,746,c01,1,days_0_100,CUM-C0101
cumulative,752,c01,1,days_0_100,CUM-C0101
cumulative,769,c01,1,days_0_100,CUM-C0101
cumulative,771,c01,1,days_0_100,CUM-C0101
cumulative,772,c01,1,days_0_100,CUM-C0101
cumulative,775,c01,1,days_0_100,CUM-C0101
cumulative,776,c01,1,days_0_100,CUM-C0101
cumulative,784,c01,1,days_0_100,CUM-C0101
cumulative,787,c01,1,days_0_100,CUM-C0101
cumulative,798,c01,1,days_0_100,CUM-C0101
cumulative,801,c01,1,days_0_100,CUM-C0101
cumulative,802,c01,1,days_0_100,CUM-C0101
cumulative,807,c01,1,days_0_100,CUM-C0101
cumulative,830,c01,1,days_0_100,CUM-C0101
cumulative,833,c01,1,days_0_100,CUM-C0101
cumulative,834,c01,1,days_0_100,CUM-C0101
cumulative,835,c01,1,days_0_100,CUM-C0101
cumulative,841,c01,1,days_0_100,CUM-C0101
cumulative,852,c01,1,days_0_100,CUM-C0101
cumulative,863,c01,1,days_0_100,CUM-C0101
cumulative,865,c01,1,days_0_100,CUM-C0101
cumulative,875,c01,1,days_0_100,CUM-C0101
cumulative,882,c01,1,days_0_100,CUM-C0101
cumulative,890,c01,1,days_0_100,CUM-C0101
cumulative,900,c01,1,days_0_100,CUM-C0101
